epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,13448.7,1.43689,3.03425,1.06959,0.47992,0.37558,0.38242,0.22537,1.43206,3.29736,1.07718,0.0021295,0.0021295,0.0021295
161,13532.2,1.44033,3.02717,1.07041,0.47932,0.37666,0.38222,0.22523,1.43213,3.29714,1.07715,0.00208,0.00208,0.00208
162,13617.2,1.44537,3.03953,1.06977,0.47764,0.37701,0.3821,0.22521,1.43211,3.29771,1.07694,0.0020305,0.0020305,0.0020305
163,13697,1.44081,3.03371,1.06948,0.48012,0.37499,0.38203,0.22531,1.43186,3.29771,1.0769,0.001981,0.001981,0.001981
164,13782.4,1.43976,3.02999,1.0717,0.48078,0.37571,0.38191,0.22523,1.4319,3.29796,1.0768,0.0019315,0.0019315,0.0019315
165,13864.3,1.43739,3.01244,1.06782,0.47937,0.37629,0.38173,0.22516,1.43169,3.29756,1.07665,0.001882,0.001882,0.001882
166,13949.7,1.43891,3.012,1.06908,0.48066,0.37492,0.38181,0.22512,1.43159,3.29755,1.07654,0.0018325,0.0018325,0.0018325
167,14037.6,1.43759,3.00659,1.06975,0.48243,0.37426,0.38171,0.22513,1.43172,3.29815,1.0766,0.001783,0.001783,0.001783
168,14122,1.4351,3.00837,1.07146,0.48178,0.37468,0.38184,0.22505,1.43159,3.29784,1.07655,0.0017335,0.0017335,0.0017335
169,14207,1.43522,2.99162,1.06931,0.48135,0.37565,0.38226,0.22525,1.43163,3.29762,1.07649,0.001684,0.001684,0.001684
170,14287.8,1.43329,2.99752,1.06941,0.48018,0.37542,0.382,0.22521,1.43162,3.29833,1.07649,0.0016345,0.0016345,0.0016345
171,14368.6,1.42858,2.97508,1.06646,0.47771,0.37615,0.3823,0.22526,1.43139,3.29872,1.07642,0.001585,0.001585,0.001585
172,14455.7,1.42734,2.97135,1.06568,0.47972,0.37638,0.38239,0.22526,1.43139,3.29822,1.07639,0.0015355,0.0015355,0.0015355
173,14542.1,1.4324,2.98367,1.06666,0.47988,0.37605,0.38243,0.22525,1.43123,3.29815,1.07634,0.001486,0.001486,0.001486
174,14627.2,1.43175,2.97055,1.06499,0.47971,0.37596,0.3822,0.2251,1.43136,3.29898,1.07642,0.0014365,0.0014365,0.0014365
175,14715.9,1.43156,2.97288,1.06566,0.4796,0.37597,0.38232,0.22502,1.43135,3.29908,1.0764,0.001387,0.001387,0.001387
176,14802.3,1.4289,2.97525,1.06778,0.48135,0.37489,0.38205,0.22496,1.43169,3.30017,1.07644,0.0013375,0.0013375,0.0013375
